,AREA,CODE,CATALOG,TITLE,DESCRIPTION,UNIT,QTY,NOTE
469, MEC-TUB,4.2,3018254,"SUMINISTRO DE SPIRAL WOUND GASKET ASME B16.20 _ 150 LB RAISED FACE _ 304 SS SPIRAL WOUND/GRAPHITE FILLER OUTER RING / FLEXITALLIC LS,","SUMINISTRO DE SPIRAL WOUND GASKET ASME B16.20 _ 300 LB RAISED FACE _ 304 SS SPIRAL WOUND/GRAPHITE FILLER OUTER RING / FLEXITALLIC LS, 1/8"" THK, 4""",UN,0.0,
470, MEC-TUB,4.2,3018256,"SUMINISTRO DE SPIRAL WOUND GASKET ASME B16.20 _ 150 LB RAISED FACE _ 304 SS SPIRAL WOUND/GRAPHITE FILLER OUTER RING / FLEXITALLIC LS,","SUMINISTRO DE SPIRAL WOUND GASKET ASME B16.20 _ 300 LB RAISED FACE _ 304 SS SPIRAL WOUND/GRAPHITE FILLER OUTER RING / FLEXITALLIC LS, 1/8"" THK, 6 ",UN,0.0,
471, MEC-TUB,4.2,3018255,"SUMINISTRO DE SPIRAL WOUND GASKET ASME B16.20 _ 150 LB RAISED FACE _ 304 SS SPIRAL WOUND/GRAPHITE FILLER OUTER RING / FLEXITALLIC LS,","SUMINISTRO DE SPIRAL WOUND GASKET ASME B16.20 _ 300 LB RAISED FACE _ 304 SS SPIRAL WOUND/GRAPHITE FILLER OUTER RING / FLEXITALLIC LS, 1/8"" THK, 8""",UN,0.0,
472, MEC-TUB,4.2,CATALOGAR,"SUMINISTRO DE SPIRAL WOUND GASKET ASME B16.20 _ 150 LB RAISED FACE _ 304 SS SPIRAL WOUND/GRAPHITE FILLER OUTER RING / FLEXITALLIC LS,","SUMINISTRO DE SPIRAL WOUND GASKET ASME B16.20 _ 600 LB RAISED FACE _ 304 SS SPIRAL WOUND/GRAPHITE FILLER OUTER RING / FLEXITALLIC CG, 1/8""",UN,0.0,
473, MEC-TUB,4.2,3017880,"SUMINISTRO DE SPIRAL WOUND GASKET ASME B16.20 _ 150 LB RAISED FACE _ 304 SS SPIRAL WOUND/GRAPHITE FILLER OUTER RING / FLEXITALLIC LS,","SUMINISTRO DE SPIRAL WOUND GASKET ASME B16.20 _ 600 LB RAISED FACE _ 304 SS PIRAL WOUND/GRAPHITE FILLER OUTER RING / FLEXITALLIC LS, 1/8"" THK, 3/4""",UN,0.0,
474, MEC-TUB,4.2,3017881,"SUMINISTRO DE SPIRAL WOUND GASKET ASME B16.20 _ 150 LB RAISED FACE _ 304 SS SPIRAL WOUND/GRAPHITE FILLER OUTER RING / FLEXITALLIC LS,","SUMINISTRO DE SPIRAL WOUND GASKET ASME B16.20 _ 600 LB RAISED FACE _ 304 SS SPIRAL WOUND/GRAPHITE FILLER OUTER RING / FLEXITALLIC LS, 1/8"" THK, 1""",UN,0.0,
475, MEC-TUB,4.2,3017863,"SUMINISTRO DE SPIRAL WOUND GASKET ASME B16.20 _ 150 LB RAISED FACE _ 304 SS SPIRAL WOUND/GRAPHITE FILLER OUTER RING / FLEXITALLIC LS,","SUMINISTRO DE SPIRAL WOUND GASKET ASME B16.20 _ 600 LB RAISED FACE _ 304 SS SPIRAL WOUND/GRAPHITE FILLER OUTER RING / FLEXITALLIC LS, 1/8"" THK, 1-1/2""",UN,0.0,
476, MEC-TUB,4.2,3017857,"SUMINISTRO DE SPIRAL WOUND GASKET ASME B16.20 _ 150 LB RAISED FACE _ 304 SS SPIRAL WOUND/GRAPHITE FILLER OUTER RING / FLEXITALLIC LS,","SUMINISTRO DE SPIRAL WOUND GASKET ASME B16.20 _ 600 LB RAISED FACE _ 304 SS SPIRAL WOUND/GRAPHITE FILLER OUTER RING / FLEXITALLIC LS, 1/8"" THK, 2""",UN,0.0,
477, MEC-TUB,4.2,3017858,"SUMINISTRO DE SPIRAL WOUND GASKET ASME B16.20 _ 150 LB RAISED FACE _ 304 SS SPIRAL WOUND/GRAPHITE FILLER OUTER RING / FLEXITALLIC LS,","SUMINISTRO DE SPIRAL WOUND GASKET ASME B16.20 _ 600 LB RAISED FACE _ 304 SS SPIRAL WOUND/GRAPHITE FILLER OUTER RING / FLEXITALLIC LS, 1/8"" THK, 4""",UN,0.0,
478, MEC-TUB,4.2,3017864,"SUMINISTRO DE SPIRAL WOUND GASKET ASME B16.20 _ 150 LB RAISED FACE _ 304 SS SPIRAL WOUND/GRAPHITE FILLER OUTER RING / FLEXITALLIC LS,","SUMINISTRO DE SPIRAL WOUND GASKET ASME B16.20 _ 600 LB RAISED FACE _ 304 SS SPIRAL WOUND/GRAPHITE FILLER OUTER RING / FLEXITALLIC LS, 1/8"" THK, 6"" ",UN,0.0,
479, MEC-TUB,4.2,3017859,"SUMINISTRO DE SPIRAL WOUND GASKET ASME B16.20 _ 150 LB RAISED FACE _ 304 SS SPIRAL WOUND/GRAPHITE FILLER OUTER RING / FLEXITALLIC LS,","SUMINISTRO DE SPIRAL WOUND GASKET ASME B16.20 _ 600 LB RAISED FACE _ 304 SS SPIRAL WOUND/GRAPHITE FILLER OUTER RING / FLEXITALLIC LS, 1/8"" THK, 8""",UN,0.0,
480, MEC-TUB,4.2,CATALOGAR,"SUMINISTRO DE SPIRAL WOUND GASKET ASME B16.20 _ 150 LB RAISED FACE _ 304 SS SPIRAL WOUND/GRAPHITE FILLER OUTER RING / FLEXITALLIC LS,","SUMINISTRO DE SPIRAL WOUND GASKET ASME B16.20 _ 900 LB RAISED FACE _ 304 SS SPIRAL WOUND/GRAPHITE FILLER OUTER RING / FLEXITALLIC CG, 1/8""",UN,0.0,
481, MEC-TUB,4.2,3017870,"SUMINISTRO DE SPIRAL WOUND GASKET ASME B16.20 _ 150 LB RAISED FACE _ 304 SS SPIRAL WOUND/GRAPHITE FILLER OUTER RING / FLEXITALLIC LS,","SUMINISTRO DE SPIRAL WOUND GASKET ASME B16.20 _ 900 LB RAISED FACE _ 304 SS PIRAL WOUND/GRAPHITE FILLER OUTER RING / FLEXITALLIC LS, 1/8"" THK, 3/4""",UN,0.0,
482, MEC-TUB,4.2,3017860,"SUMINISTRO DE SPIRAL WOUND GASKET ASME B16.20 _ 150 LB RAISED FACE _ 304 SS SPIRAL WOUND/GRAPHITE FILLER OUTER RING / FLEXITALLIC LS,","SUMINISTRO DE SPIRAL WOUND GASKET ASME B16.20 _ 900 LB RAISED FACE _ 304 SS SPIRAL WOUND/GRAPHITE FILLER OUTER RING / FLEXITALLIC LS, 1/8"" THK, 1""",UN,0.0,
483, MEC-TUB,4.2,3017865,"SUMINISTRO DE SPIRAL WOUND GASKET ASME B16.20 _ 150 LB RAISED FACE _ 304 SS SPIRAL WOUND/GRAPHITE FILLER OUTER RING / FLEXITALLIC LS,","SUMINISTRO DE SPIRAL WOUND GASKET ASME B16.20 _ 900 LB RAISED FACE _ 304 SS SPIRAL WOUND/GRAPHITE FILLER OUTER RING / FLEXITALLIC LS, 1/8"" THK, 1-1/2""",UN,0.0,
484, MEC-TUB,4.2,3017866,"SUMINISTRO DE SPIRAL WOUND GASKET ASME B16.20 _ 150 LB RAISED FACE _ 304 SS SPIRAL WOUND/GRAPHITE FILLER OUTER RING / FLEXITALLIC LS,","SUMINISTRO DE SPIRAL WOUND GASKET ASME B16.20 _ 900 LB RAISED FACE _ 304 SS SPIRAL WOUND/GRAPHITE FILLER OUTER RING / FLEXITALLIC LS, 1/8"" THK, 2""",UN,0.0,
485, MEC-TUB,4.2,3017867,"SUMINISTRO DE SPIRAL WOUND GASKET ASME B16.20 _ 150 LB RAISED FACE _ 304 SS SPIRAL WOUND/GRAPHITE FILLER OUTER RING / FLEXITALLIC LS,","SUMINISTRO DE SPIRAL WOUND GASKET ASME B16.20 _ 900 LB RAISED FACE _ 304 SS SPIRAL WOUND/GRAPHITE FILLER OUTER RING / FLEXITALLIC LS, 1/8"" THK, 3""",UN,0.0,
486, MEC-TUB,4.2,3017868,"SUMINISTRO DE SPIRAL WOUND GASKET ASME B16.20 _ 150 LB RAISED FACE _ 304 SS SPIRAL WOUND/GRAPHITE FILLER OUTER RING / FLEXITALLIC LS,","SUMINISTRO DE SPIRAL WOUND GASKET ASME B16.20 _ 900 LB RAISED FACE _ 304 SS SPIRAL WOUND/GRAPHITE FILLER OUTER RING / FLEXITALLIC LS, 1/8"" THK, 4""",UN,0.0,
487, MEC-TUB,4.2,3017861,"SUMINISTRO DE SPIRAL WOUND GASKET ASME B16.20 _ 150 LB RAISED FACE _ 304 SS SPIRAL WOUND/GRAPHITE FILLER OUTER RING / FLEXITALLIC LS,","SUMINISTRO DE SPIRAL WOUND GASKET ASME B16.20 _ 900 LB RAISED FACE _ 304 SS SPIRAL WOUND/GRAPHITE FILLER OUTER RING / FLEXITALLIC LS, 1/8"" THK, 6""",UN,0.0,
488, MEC-TUB,4.2,3017869,"SUMINISTRO DE SPIRAL WOUND GASKET ASME B16.20 _ 150 LB RAISED FACE _ 304 SS SPIRAL WOUND/GRAPHITE FILLER OUTER RING / FLEXITALLIC LS,","SUMINISTRO DE SPIRAL WOUND GASKET ASME B16.20 _ 900 LB RAISED FACE _ 304 SS SPIRAL WOUND/GRAPHITE FILLER OUTER RING / FLEXITALLIC LS, 1/8"" THK, 8""",UN,0.0,
489, MEC-TUB,4.2,CATALOGAR,"SUMINISTRO DE SPIRAL WOUND GASKET ASME B16.20 _ 150 LB RAISED FACE _ 304 SS SPIRAL WOUND/GRAPHITE FILLER OUTER RING / FLEXITALLIC LS,","SUMINISTRO DE SPIRAL WOUND GASKET ASME B16.20 _ 1500 LB RAISED FACE _ 304 SS SPIRAL WOUND/GRAPHITE FILLER OUTER RING / FLEXITALLIC CG, 1/8""",UN,0.0,
490, MEC-TUB,4.2,3017862,"SUMINISTRO DE SPIRAL WOUND GASKET ASME B16.20 _ 150 LB RAISED FACE _ 304 SS SPIRAL WOUND/GRAPHITE FILLER OUTER RING / FLEXITALLIC LS,","SUMINISTRO DE SPIRAL WOUND GASKET ASME B16.20 _ 1500 LB RAISED FACE _ 304 SS PIRAL WOUND/GRAPHITE FILLER OUTER RING / FLEXITALLIC LS, 1/8"" THK, 1-1/2""",UN,0.0,
491, MEC-TUB,4.2,3017566,SUMINISTRO DE  JUNTA RTJ GASKET ASME B16.20 _ 600 LB ,"SUMINISTRO DE JUNTA RTJ GASKET ASME B16.20 _ 600 LB _ 304 SS / THK, 1""",UN,0.0,
492, MEC-TUB,4.2,3017558,SUMINISTRO DE  JUNTA RTJ GASKET ASME B16.20 _ 600 LB ,"SUMINISTRO DE JUNTA RTJ GASKET ASME B16.20 _ 600 LB _ 304 SS / THK, 1-1/2""",UN,0.0,
493, MEC-TUB,4.2,3017567,SUMINISTRO DE  JUNTA RTJ GASKET ASME B16.20 _ 600 LB ,"SUMINISTRO DE JUNTA RTJ GASKET ASME B16.20 _ 600 LB _ 304 SS / THK, 2""",UN,0.0,
494, MEC-TUB,4.2,3017568,SUMINISTRO DE  JUNTA RTJ GASKET ASME B16.20 _ 600 LB ,"SUMINISTRO DE JUNTA RTJ GASKET ASME B16.20 _ 600 LB _ 304 SS / THK, 3""",UN,0.0,
495, MEC-TUB,4.2,3017569,SUMINISTRO DE  JUNTA RTJ GASKET ASME B16.20 _ 600 LB ,"SUMINISTRO DE JUNTA RTJ GASKET ASME B16.20 _ 600 LB _ 304 SS / THK, 4""",UN,0.0,
496, MEC-TUB,4.2,3017570,SUMINISTRO DE  JUNTA RTJ GASKET ASME B16.20 _ 600 LB ,"SUMINISTRO DE JUNTA RTJ GASKET ASME B16.20 _ 600 LB _ 304 SS / THK, 6""",UN,0.0,
497, MEC-TUB,4.2,3017571,SUMINISTRO DE  JUNTA RTJ GASKET ASME B16.20 _ 600 LB ,"SUMINISTRO DE JUNTA RTJ GASKET ASME B16.20 _ 600 LB _ 304 SS / THK, 8""",UN,0.0,
498, MEC-TUB,4.2,3017572,SUMINISTRO DE  JUNTA RTJ GASKET ASME B16.20 _ 900 LB ,"SUMINISTRO DE JUNTA RTJ GASKET ASME B16.20 _ 900 LB _ 304 SS / THK, 1""",UN,0.0,
499, MEC-TUB,4.2,3017559,SUMINISTRO DE  JUNTA RTJ GASKET ASME B16.20 _ 900 LB ,"SUMINISTRO DE JUNTA RTJ GASKET ASME B16.20 _ 900 LB _ 304 SS / THK, 1-1/2""",UN,0.0,
500, MEC-TUB,4.2,3017573,SUMINISTRO DE  JUNTA RTJ GASKET ASME B16.20 _ 900 LB ,"SUMINISTRO DE JUNTA RTJ GASKET ASME B16.20 _ 900 LB _ 304 SS / THK, 2""",UN,0.0,
501, MEC-TUB,4.2,3017574,SUMINISTRO DE  JUNTA RTJ GASKET ASME B16.20 _ 900 LB ,"SUMINISTRO DE JUNTA RTJ GASKET ASME B16.20 _ 900 LB _ 304 SS / THK, 3""",UN,0.0,
502, MEC-TUB,4.2,3017575,SUMINISTRO DE  JUNTA RTJ GASKET ASME B16.20 _ 900 LB ,"SUMINISTRO DE JUNTA RTJ GASKET ASME B16.20 _ 900 LB _ 304 SS / THK, 4""",UN,0.0,
503, MEC-TUB,4.2,3017576,SUMINISTRO DE  JUNTA RTJ GASKET ASME B16.20 _ 900 LB ,"SUMINISTRO DE JUNTA RTJ GASKET ASME B16.20 _ 900 LB _ 304 SS / THK, 6""",UN,0.0,
504, MEC-TUB,4.2,3017577,SUMINISTRO DE  JUNTA RTJ GASKET ASME B16.20 _ 900 LB ,"SUMINISTRO DE JUNTA RTJ GASKET ASME B16.20 _ 900 LB _ 304 SS / THK, 8""",UN,0.0,
505, MEC-TUB,4.2,3017560,SUMINISTRO DE  JUNTA RTJ GASKET ASME B16.20 _ 1500 LB ,"SUMINISTRO DE JUNTA RTJ GASKET ASME B16.20 _ 1500 LB _ 304 SS / THK, 1""",UN,0.0,
506, MEC-TUB,4.2,3017557,SUMINISTRO DE  JUNTA RTJ GASKET ASME B16.20 _ 1500 LB ,"SUMINISTRO DE JUNTA RTJ GASKET ASME B16.20 _ 1500 LB _ 304 SS / THK, 1-1/2""",UN,0.0,
507, MEC-TUB,4.2,3017561,SUMINISTRO DE  JUNTA RTJ GASKET ASME B16.20 _ 1500 LB ,"SUMINISTRO DE JUNTA RTJ GASKET ASME B16.20 _ 1500 LB _ 304 SS / THK, 2""",UN,0.0,
508, MEC-TUB,4.2,3017562,SUMINISTRO DE  JUNTA RTJ GASKET ASME B16.20 _ 1500 LB ,"SUMINISTRO DE JUNTA RTJ GASKET ASME B16.20 _ 1500 LB _ 304 SS / THK, 3""",UN,0.0,
509, MEC-TUB,4.2,3017563,SUMINISTRO DE  JUNTA RTJ GASKET ASME B16.20 _ 1500 LB ,"SUMINISTRO DE JUNTA RTJ GASKET ASME B16.20 _ 1500 LB _ 304 SS / THK, 4""",UN,0.0,
510, MEC-TUB,4.2,3017564,SUMINISTRO DE  JUNTA RTJ GASKET ASME B16.20 _ 1500 LB ,"SUMINISTRO DE JUNTA RTJ GASKET ASME B16.20 _ 1500 LB _ 304 SS / THK, 6""",UN,0.0,
511, MEC-TUB,4.2,3017565,SUMINISTRO DE  JUNTA RTJ GASKET ASME B16.20 _ 1500 LB ,"SUMINISTRO DE JUNTA RTJ GASKET ASME B16.20 _ 1500 LB _ 304 SS / THK, 8""",UN,0.0,
512, MEC-TUB,4.2,CATALOGAR,SUMINISTRO DE  JUNTA RTJ GASKET ASME B16.20 _ 1500 LB ,"SUMINISTRO DE JUNTA RTJ GASKET ASME B16.20 _ 1500 LB _ 304 SS / THK, 3/4""",UN,0.0,
513, MEC-TUB,4.2,3018127,SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW #150,"SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW 150 LB FLAT FACE FORGED ASTM A105, 2"", S-40",UN,0.0,
514, MEC-TUB,4.2,3018130,SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW #151,"SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW 150 LB FLAT FACE FORGED ASTM A105, 4"", S-40",UN,0.0,
515, MEC-TUB,4.2,3018133,SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW #152,"SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW 150 LB FLAT FACE FORGED ASTM A105, 6"", S-40",UN,110.0,
516, MEC-TUB,4.2,3018136,SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW #153,"SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW 150 LB FLAT FACE FORGED ASTM A105, 8"", S-40",UN,0.0,
517, MEC-TUB,4.2,3018151,SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW #300,"SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW 300 LB FLAT FACE FORGED ASTM A105, 2"", S-40",UN,0.0,
518, MEC-TUB,4.2,3018154,SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW #301,"SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW 300 LB FLAT FACE FORGED ASTM A105, 4"", S-40",UN,0.0,
519, MEC-TUB,4.2,3018157,SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW #302,"SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW 300 LB FLAT FACE FORGED ASTM A105, 6"", S-40",UN,0.0,
520, MEC-TUB,4.2,3018160,SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW #303,"SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW 300 LB FLAT FACE FORGED ASTM A105, 8"", S-40",UN,0.0,
521, MEC-TUB,4.2,3018162,SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW #900,"SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW 900 LB FLAT FACE FORGED ASTM A105, 2"", S-40",UN,0.0,
522, MEC-TUB,4.2,3018165,SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW #901,"SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW 900 LB FLAT FACE FORGED ASTM A105, 4"", S-40",UN,0.0,
523, MEC-TUB,4.2,3018168,SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW #902,"SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW 900 LB FLAT FACE FORGED ASTM A105, 6"", S-40",UN,0.0,
524, MEC-TUB,4.2,3018171,SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW #903,"SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW 900 LB FLAT FACE FORGED ASTM A105, 8"", S-40",UN,0.0,
525, MEC-TUB,4.2,3018139,SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW #1500,"SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW 1500 LB FLAT FACE FORGED ASTM A105, 2"", S-40",UN,0.0,
526, MEC-TUB,4.2,3018142,SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW #1500,"SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW 1500 LB FLAT FACE FORGED ASTM A105, 4"", S-40",UN,0.0,
527, MEC-TUB,4.2,3018145,SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW #1500,"SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW 1500 LB FLAT FACE FORGED ASTM A105, 6"", S-40",UN,0.0,
528, MEC-TUB,4.2,3018148,SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW #1500,"SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW 1500 LB FLAT FACE FORGED ASTM A105, 8"", S-40",UN,0.0,
529, MEC-TUB,4.2,3018128,SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW #150,"SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW 150 LB FLAT FACE FORGED ASTM A105, 2"", S-80",UN,4.0,
530, MEC-TUB,4.2,3018131,SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW #150,"SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW 150 LB FLAT FACE FORGED ASTM A105, 4"", S-80",UN,0.0,
531, MEC-TUB,4.2,3018134,SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW #150,"SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW 150 LB FLAT FACE FORGED ASTM A105, 6"", S-80",UN,0.0,
532, MEC-TUB,4.2,3018137,SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW #150,"SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW 150 LB FLAT FACE FORGED ASTM A105, 8"", S-80",UN,0.0,
533, MEC-TUB,4.2,3018152,SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW #300,"SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW 300 LB FLAT FACE FORGED ASTM A105, 2"", S-80",UN,0.0,
534, MEC-TUB,4.2,3018155,SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW #300,"SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW 300 LB FLAT FACE FORGED ASTM A105, 4"", S-80",UN,0.0,
535, MEC-TUB,4.2,3018158,SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW #300,"SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW 300 LB FLAT FACE FORGED ASTM A105, 6"", S-80",UN,0.0,
536, MEC-TUB,4.2,3018163,SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW #900,"SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW 900 LB FLAT FACE FORGED ASTM A105, 2"", S-80",UN,0.0,
537, MEC-TUB,4.2,3018166,SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW #900,"SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW 900 LB FLAT FACE FORGED ASTM A105, 4"", S-80",UN,0.0,
538, MEC-TUB,4.2,3018169,SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW #900,"SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW 900 LB FLAT FACE FORGED ASTM A105, 6"", S-80",UN,0.0,
539, MEC-TUB,4.2,3018172,SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW #900,"SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW 900 LB FLAT FACE FORGED ASTM A105, 8"", S-80",UN,0.0,
540, MEC-TUB,4.2,3018140,SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW #1500,"SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW 1500 LB FLAT FACE FORGED ASTM A105, 2"", S-80",UN,0.0,
541, MEC-TUB,4.2,3018143,SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW #1500,"SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW 1500 LB FLAT FACE FORGED ASTM A105, 4"", S-80",UN,0.0,
542, MEC-TUB,4.2,3018146,SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW #1500,"SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW 1500 LB FLAT FACE FORGED ASTM A105, 6"", S-80",UN,0.0,
543, MEC-TUB,4.2,3018149,SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW #1500,"SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW 1500 LB FLAT FACE FORGED ASTM A105, 8"", S-80",UN,0.0,
544, MEC-TUB,4.2,3018126,SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW #150,"SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW 150 LB FLAT FACE FORGED ASTM A105, 2"", S-160",UN,0.0,
545, MEC-TUB,4.2,3018129,SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW #150,"SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW 150 LB FLAT FACE FORGED ASTM A105, 4"", S-160",UN,0.0,
546, MEC-TUB,4.2,3018132,SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW #150,"SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW 150 LB FLAT FACE FORGED ASTM A105, 6"", S-160",UN,0.0,
547, MEC-TUB,4.2,3018135,SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW #150,"SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW 150 LB FLAT FACE FORGED ASTM A105, 8"", S-160",UN,0.0,
548, MEC-TUB,4.2,3018150,SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW #300,"SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW 300 LB FLAT FACE FORGED ASTM A105, 2"", S-160",UN,0.0,
549, MEC-TUB,4.2,3018153,SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW #300,"SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW 300 LB FLAT FACE FORGED ASTM A105, 4"", S-160",UN,0.0,
550, MEC-TUB,4.2,3018156,SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW #300,"SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW 300 LB FLAT FACE FORGED ASTM A105, 6"", S-160",UN,0.0,
551, MEC-TUB,4.2,3018159,SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW #300,"SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW 300 LB FLAT FACE FORGED ASTM A105, 8"", S-160",UN,0.0,
552, MEC-TUB,4.2,3018161,SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW #900,"SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW 900 LB FLAT FACE FORGED ASTM A105, 2"", S-160",UN,0.0,
553, MEC-TUB,4.2,3018164,SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW #900,"SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW 900 LB FLAT FACE FORGED ASTM A105, 4"", S-160",UN,0.0,
554, MEC-TUB,4.2,3018167,SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW #900,"SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW 900 LB FLAT FACE FORGED ASTM A105, 6"", S-160",UN,0.0,
555, MEC-TUB,4.2,3018170,SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW #900,"SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW 900 LB FLAT FACE FORGED ASTM A105, 8"", S-160",UN,0.0,
556, MEC-TUB,4.2,3018138,SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW #1500,"SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW 1500 LB FLAT FACE FORGED ASTM A105, 2"", S-160",UN,0.0,
557, MEC-TUB,4.2,3018141,SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW #1500,"SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW 1500 LB FLAT FACE FORGED ASTM A105, 4"", S-160",UN,0.0,
558, MEC-TUB,4.2,3018144,SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW #1500,"SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW 1500 LB FLAT FACE FORGED ASTM A105, 6"", S-160",UN,0.0,
559, MEC-TUB,4.2,3018147,SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW #1500,"SUMINISTRO DE WELDNECK FLANGE ASME B16.5 FLG X BW 1500 LB FLAT FACE FORGED ASTM A105, 8"", S-160",UN,0.0,
