SPEC,TYPE,TYPE_CODE,ORDER,DESCRIPTION,SHORT_DESCRIPTION,FIRST_SIZE,FIRST_SIZE_NUMBER,SECOND_SIZE,SECOND_SIZE_NUMBER,SCH,FACE,RATING,WEIGHT,AREA,TAG,SUPPLY_CODE,SUPPLY_TITLE,SUPPLY_DESCRIPTION,MANUFACTURING_CODE,MANUFACTURING_TITLE,MANUFACTURING_DESCRIPTION,ERECTION_CODE,ERECTION_TITLE,ERECTION_DESCRIPTION
CS4SA1,GS,GAS,4,,,"1""",1,-,-,-,RF,600,0.057,0,-,4.2,"SUMINISTRO DE SPIRAL WOUND GASKET ASME B16.20 _ 600 LB RAISED FACE _ 304 SS SPIRAL WOUND/GRAPHITE FILLER OUTER RING / FLEXITALLIC LS,","SUMINISTRO DE SPIRAL WOUND GASKET ASME B16.20 _ 600 LB RAISED FACE _ 304 SS SPIRAL WOUND/GRAPHITE FILLER OUTER RING / FLEXITALLIC LS, 1/8 "" THK, 1 """,-,-,-,4.13,"MONTAJE DE VÁLVULAS, CHEQUES Y CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS (INCLUYE SUMINISTRO DE EMPAQUES Y ESPARRAGOS CON SU RESPECTIVO TORQUEO) ","MONTAJE DE VÁLVULAS Y CHEQUES DIAMETRO MENORES DE 2"""
CS4SA1,GS,GAS,4,,,"1-1/2""",1.5,-,-,-,RF,600,0.087,0,-,4.2,"SUMINISTRO DE SPIRAL WOUND GASKET ASME B16.20 _ 600 LB RAISED FACE _ 304 SS SPIRAL WOUND/GRAPHITE FILLER OUTER RING / FLEXITALLIC LS,","SUMINISTRO DE SPIRAL WOUND GASKET ASME B16.20 _ 600 LB RAISED FACE _ 304 SS SPIRAL WOUND/GRAPHITE FILLER OUTER RING / FLEXITALLIC LS, 1/8 "" THK, 1 1/2""",-,-,-,4.13,"MONTAJE DE VÁLVULAS, CHEQUES Y CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS (INCLUYE SUMINISTRO DE EMPAQUES Y ESPARRAGOS CON SU RESPECTIVO TORQUEO) ","MONTAJE DE VÁLVULAS Y CHEQUES DIAMETRO MENORES DE 2"""
CS4SA1,GS,GAS,4,,,"2""",2,-,-,-,RF,600,0.113,0,-,4.2,"SUMINISTRO DE SPIRAL WOUND GASKET ASME B16.20 _ 600 LB RAISED FACE _ 304 SS SPIRAL WOUND/GRAPHITE FILLER OUTER RING / FLEXITALLIC LS,","SUMINISTRO DE SPIRAL WOUND GASKET ASME B16.20 _ 600 LB RAISED FACE _ 304 SS SPIRAL WOUND/GRAPHITE FILLER OUTER RING / FLEXITALLIC LS, 1/8 "" THK, 2 """,-,-,-,4.13,"MONTAJE DE VÁLVULAS, CHEQUES Y CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS (INCLUYE SUMINISTRO DE EMPAQUES Y ESPARRAGOS CON SU RESPECTIVO TORQUEO) ","MONTAJE DE VÁLVULAS Y CHEQUES DIAMETRO DE 2"""
CS4SA1,GS,GAS,4,,,"3""",3,-,-,-,RF,600,0.192,0,-,4.2,"SUMINISTRO DE SPIRAL WOUND GASKET ASME B16.20 _ 600 LB RAISED FACE _ 304 SS SPIRAL WOUND/GRAPHITE FILLER OUTER RING / FLEXITALLIC LS,",-,-,-,-,4.13,"MONTAJE DE VÁLVULAS, CHEQUES Y CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS (INCLUYE SUMINISTRO DE EMPAQUES Y ESPARRAGOS CON SU RESPECTIVO TORQUEO) ","MONTAJE DE VÁLVULAS Y CHEQUES DIAMETRO DE 3"""
CS4SA1,GS,GAS,4,,,"4""",4,-,-,-,RF,600,0.263,0,-,4.2,"SUMINISTRO DE SPIRAL WOUND GASKET ASME B16.20 _ 600 LB RAISED FACE _ 304 SS SPIRAL WOUND/GRAPHITE FILLER OUTER RING / FLEXITALLIC LS,","SUMINISTRO DE SPIRAL WOUND GASKET ASME B16.20 _ 600 LB RAISED FACE _ 304 SS SPIRAL WOUND/GRAPHITE FILLER OUTER RING / FLEXITALLIC LS, 1/8 "" THK, 4 """,-,-,-,4.13,"MONTAJE DE VÁLVULAS, CHEQUES Y CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS (INCLUYE SUMINISTRO DE EMPAQUES Y ESPARRAGOS CON SU RESPECTIVO TORQUEO) ","MONTAJE DE VÁLVULAS Y CHEQUES DIAMETRO DE 4"""
CS4SA1,GS,GAS,4,,,"6""",6,-,-,-,RF,600,0.468,0,-,4.2,"SUMINISTRO DE SPIRAL WOUND GASKET ASME B16.20 _ 600 LB RAISED FACE _ 304 SS SPIRAL WOUND/GRAPHITE FILLER OUTER RING / FLEXITALLIC LS,","SUMINISTRO DE SPIRAL WOUND GASKET ASME B16.20 _ 600 LB RAISED FACE _ 304 SS SPIRAL WOUND/GRAPHITE FILLER OUTER RING / FLEXITALLIC LS, 1/8 "" THK, 6"" ",-,-,-,4.13,"MONTAJE DE VÁLVULAS, CHEQUES Y CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS (INCLUYE SUMINISTRO DE EMPAQUES Y ESPARRAGOS CON SU RESPECTIVO TORQUEO) ","MONTAJE DE VÁLVULAS Y CHEQUES DIAMETRO DE 6"""
CS4SA1,GS,GAS,4,,,"8""",8,-,-,-,RF,600,0.64,0,-,4.2,"SUMINISTRO DE SPIRAL WOUND GASKET ASME B16.20 _ 600 LB RAISED FACE _ 304 SS SPIRAL WOUND/GRAPHITE FILLER OUTER RING / FLEXITALLIC LS,","SUMINISTRO DE SPIRAL WOUND GASKET ASME B16.20 _ 600 LB RAISED FACE _ 304 SS SPIRAL WOUND/GRAPHITE FILLER OUTER RING / FLEXITALLIC LS, 1/8 "" THK, 8 """,-,-,-,4.13,"MONTAJE DE VÁLVULAS, CHEQUES Y CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS (INCLUYE SUMINISTRO DE EMPAQUES Y ESPARRAGOS CON SU RESPECTIVO TORQUEO) ","MONTAJE DE VÁLVULAS Y CHEQUES DIAMETRO DE 8"""
CS4SA1,GS,GAS,4,,,"10""",10,-,-,-,RF,600,0.789,0,-,4.2,"SUMINISTRO DE SPIRAL WOUND GASKET ASME B16.20 _ 600 LB RAISED FACE _ 304 SS SPIRAL WOUND/GRAPHITE FILLER OUTER RING / FLEXITALLIC LS,",-,-,-,-,4.13,"MONTAJE DE VÁLVULAS, CHEQUES Y CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS (INCLUYE SUMINISTRO DE EMPAQUES Y ESPARRAGOS CON SU RESPECTIVO TORQUEO) ","MONTAJE DE VÁLVULAS Y CHEQUES DIAMETRO DE 10"""
CS4SA1,GS,GAS,4,,,"12""",12,-,-,-,RF,600,1.034,0,-,4.2,"SUMINISTRO DE SPIRAL WOUND GASKET ASME B16.20 _ 600 LB RAISED FACE _ 304 SS SPIRAL WOUND/GRAPHITE FILLER OUTER RING / FLEXITALLIC LS,",-,-,-,-,4.13,"MONTAJE DE VÁLVULAS, CHEQUES Y CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS (INCLUYE SUMINISTRO DE EMPAQUES Y ESPARRAGOS CON SU RESPECTIVO TORQUEO) ","MONTAJE DE VÁLVULAS Y CHEQUES DIAMETRO DE 12"""
CS4SA1,GS,GAS,4,,,"14""",14,-,-,-,RF,600,1.503,0,-,4.2,"SUMINISTRO DE SPIRAL WOUND GASKET ASME B16.20 _ 600 LB RAISED FACE _ 304 SS SPIRAL WOUND/GRAPHITE FILLER OUTER RING / FLEXITALLIC LS,",-,-,-,-,4.13,"MONTAJE DE VÁLVULAS, CHEQUES Y CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS (INCLUYE SUMINISTRO DE EMPAQUES Y ESPARRAGOS CON SU RESPECTIVO TORQUEO) ","MONTAJE DE VÁLVULAS Y CHEQUES DIAMETRO DE 14"""
CS4SA1,GS,GAS,4,,,"16""",16,-,-,-,RF,600,1.76,0,-,4.2,"SUMINISTRO DE SPIRAL WOUND GASKET ASME B16.20 _ 600 LB RAISED FACE _ 304 SS SPIRAL WOUND/GRAPHITE FILLER OUTER RING / FLEXITALLIC LS,",-,-,-,-,4.13,"MONTAJE DE VÁLVULAS, CHEQUES Y CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS (INCLUYE SUMINISTRO DE EMPAQUES Y ESPARRAGOS CON SU RESPECTIVO TORQUEO) ","MONTAJE DE VÁLVULAS Y CHEQUES DIAMETRO DE 16"""
CS4SA1,GS,GAS,4,,,"18""",18,-,-,-,RF,600,2.08,0,-,4.2,"SUMINISTRO DE SPIRAL WOUND GASKET ASME B16.20 _ 600 LB RAISED FACE _ 304 SS SPIRAL WOUND/GRAPHITE FILLER OUTER RING / FLEXITALLIC LS,",-,-,-,-,4.13,"MONTAJE DE VÁLVULAS, CHEQUES Y CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS (INCLUYE SUMINISTRO DE EMPAQUES Y ESPARRAGOS CON SU RESPECTIVO TORQUEO) ","MONTAJE DE VÁLVULAS Y CHEQUES DIAMETRO DE 18"""
CS4SA1,GS,GAS,4,,,"20""",20,-,-,-,RF,600,2.405,0,-,4.2,"SUMINISTRO DE SPIRAL WOUND GASKET ASME B16.20 _ 600 LB RAISED FACE _ 304 SS SPIRAL WOUND/GRAPHITE FILLER OUTER RING / FLEXITALLIC LS,",-,-,-,-,4.13,"MONTAJE DE VÁLVULAS, CHEQUES Y CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS (INCLUYE SUMINISTRO DE EMPAQUES Y ESPARRAGOS CON SU RESPECTIVO TORQUEO) ","MONTAJE DE VÁLVULAS Y CHEQUES DIAMETRO DE 20"""
CS4SA1,GS,GAS,4,,,"24""",24,-,-,-,RF,600,3.26,0,-,4.2,"SUMINISTRO DE SPIRAL WOUND GASKET ASME B16.20 _ 600 LB RAISED FACE _ 304 SS SPIRAL WOUND/GRAPHITE FILLER OUTER RING / FLEXITALLIC LS,",-,-,-,-,4.13,"MONTAJE DE VÁLVULAS, CHEQUES Y CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS (INCLUYE SUMINISTRO DE EMPAQUES Y ESPARRAGOS CON SU RESPECTIVO TORQUEO) ","MONTAJE DE VÁLVULAS Y CHEQUES DIAMETRO DE 24"""
CS4SA1,BL,BOLT,5,,,"1/2""",0.5,-,-,-,RF,600,0,0,-,4.4,SUMINISTRO DE ESPARRAGOS,"SUMINISTRO DE STUD BOLTS, A-193 GR B7 W/(2) HVY NUTS HEX, ASTM A-194 GR 2H, ASME B18.2.1, B18.2.2 Ø1/2""X90MMLG",-,-,-,4.13,"MONTAJE DE VÁLVULAS, CHEQUES Y CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS (INCLUYE SUMINISTRO DE EMPAQUES Y ESPARRAGOS CON SU RESPECTIVO TORQUEO) ","MONTAJE DE VÁLVULAS Y CHEQUES DIAMETRO MENORES DE 2"""
CS4SA1,BL,BOLT,5,,,"3/4""",0.75,-,-,-,RF,600,0,0,-,4.4,SUMINISTRO DE ESPARRAGOS,"SUMINISTRO DE STUD BOLTS, A-193 GR B7 W/(2) HVY NUTS HEX, ASTM A-194 GR 2H, ASME B18.2.1, B18.2.2 Ø5/8""X95MMLG",-,-,-,4.13,"MONTAJE DE VÁLVULAS, CHEQUES Y CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS (INCLUYE SUMINISTRO DE EMPAQUES Y ESPARRAGOS CON SU RESPECTIVO TORQUEO) ","MONTAJE DE VÁLVULAS Y CHEQUES DIAMETRO MENORES DE 2"""
CS4SA1,BL,BOLT,5,,,"1""",1,-,-,-,RF,600,0,0,-,4.4,SUMINISTRO DE ESPARRAGOS,"SUMINISTRO DE STUD BOLTS, A-193 GR B7 W/(2) HVY NUTS HEX, ASTM A-194 GR 2H, ASME B18.2.1, B18.2.2 Ø5/8""X100MMLG",-,-,-,4.13,"MONTAJE DE VÁLVULAS, CHEQUES Y CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS (INCLUYE SUMINISTRO DE EMPAQUES Y ESPARRAGOS CON SU RESPECTIVO TORQUEO) ","MONTAJE DE VÁLVULAS Y CHEQUES DIAMETRO MENORES DE 2"""
CS4SA1,BL,BOLT,5,,,"1-1/2""",1.5,-,-,-,RF,600,0,0,-,4.4,SUMINISTRO DE ESPARRAGOS,"SUMINISTRO DE STUD BOLTS, A-193 GR B7 W/(2) HVY NUTS HEX, ASTM A-194 GR 2H, ASME B18.2.1, B18.2.2 Ø3/4""X120MMLG",-,-,-,4.13,"MONTAJE DE VÁLVULAS, CHEQUES Y CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS (INCLUYE SUMINISTRO DE EMPAQUES Y ESPARRAGOS CON SU RESPECTIVO TORQUEO) ","MONTAJE DE VÁLVULAS Y CHEQUES DIAMETRO MENORES DE 2"""
CS4SA1,BL,BOLT,5,,,"2""",2,-,-,-,RF,600,0,0,-,4.4,SUMINISTRO DE ESPARRAGOS,"SUMINISTRO DE STUD BOLTS, A-193 GR B7 W/(2) HVY NUTS HEX, ASTM A-194 GR 2H, ASME B18.2.1, B18.2.2 Ø5/8""X115MMLG",-,-,-,4.13,"MONTAJE DE VÁLVULAS, CHEQUES Y CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS (INCLUYE SUMINISTRO DE EMPAQUES Y ESPARRAGOS CON SU RESPECTIVO TORQUEO) ","MONTAJE DE VÁLVULAS Y CHEQUES DIAMETRO DE 2"""
CS4SA1,BL,BOLT,5,,,"3""",3,-,-,-,RF,600,0,0,-,4.4,SUMINISTRO DE ESPARRAGOS,"SUMINISTRO DE STUD BOLTS, A-193 GR B7 W/(2) HVY NUTS HEX, ASTM A-194 GR 2H, ASME B18.2.1, B18.2.2 Ø3/4""X140MMLG",-,-,-,4.13,"MONTAJE DE VÁLVULAS, CHEQUES Y CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS (INCLUYE SUMINISTRO DE EMPAQUES Y ESPARRAGOS CON SU RESPECTIVO TORQUEO) ","MONTAJE DE VÁLVULAS Y CHEQUES DIAMETRO DE 3"""
CS4SA1,BL,BOLT,5,,,"4""",4,-,-,-,RF,600,0,0,-,4.4,SUMINISTRO DE ESPARRAGOS,"SUMINISTRO DE STUD BOLTS, A-193 GR B7 W/(2) HVY NUTS HEX, ASTM A-194 GR 2H, ASME B18.2.1, B18.2.2 Ø7/8""X160MMLG",-,-,-,4.13,"MONTAJE DE VÁLVULAS, CHEQUES Y CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS (INCLUYE SUMINISTRO DE EMPAQUES Y ESPARRAGOS CON SU RESPECTIVO TORQUEO) ","MONTAJE DE VÁLVULAS Y CHEQUES DIAMETRO DE 4"""
CS4SA1,BL,BOLT,5,,,"6""",6,-,-,-,RF,600,0,0,-,4.4,SUMINISTRO DE ESPARRAGOS,"SUMINISTRO DE STUD BOLTS, A-193 GR B7 W/(2) HVY NUTS HEX, ASTM A-194 GR 2H, ASME B18.2.1, B18.2.2 Ø1""X185MMLG",-,-,-,4.13,"MONTAJE DE VÁLVULAS, CHEQUES Y CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS (INCLUYE SUMINISTRO DE EMPAQUES Y ESPARRAGOS CON SU RESPECTIVO TORQUEO) ","MONTAJE DE VÁLVULAS Y CHEQUES DIAMETRO DE 6"""
CS4SA1,BL,BOLT,5,,,"8""",8,-,-,-,RF,600,0,0,-,4.4,SUMINISTRO DE ESPARRAGOS,"SUMINISTRO DE STUD BOLTS, A-193 GR B7 W/(2) HVY NUTS HEX, ASTM A-194 GR 2H, ASME B18.2.1, B18.2.2 Ø1 1/8""X210MMLG",-,-,-,4.13,"MONTAJE DE VÁLVULAS, CHEQUES Y CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS (INCLUYE SUMINISTRO DE EMPAQUES Y ESPARRAGOS CON SU RESPECTIVO TORQUEO) ","MONTAJE DE VÁLVULAS Y CHEQUES DIAMETRO DE 8"""
CS4SA1,BL,BOLT,5,,,"10""",10,-,-,-,RF,600,0,0,-,4.4,SUMINISTRO DE ESPARRAGOS,"SUMINISTRO DE STUD BOLTS, A-193 GR B7 W/(2) HVY NUTS HEX, ASTM A-194 GR 2H, ASME B18.2.1, B18.2.2 Ø1 1/4""X230MMLG",-,-,-,4.13,"MONTAJE DE VÁLVULAS, CHEQUES Y CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS (INCLUYE SUMINISTRO DE EMPAQUES Y ESPARRAGOS CON SU RESPECTIVO TORQUEO) ","MONTAJE DE VÁLVULAS Y CHEQUES DIAMETRO DE 10"""
CS4SA1,BL,BOLT,5,,,"12""",12,-,-,-,RF,600,0,0,-,4.4,SUMINISTRO DE ESPARRAGOS,"SUMINISTRO DE STUD BOLTS, A-193 GR B7 W/(2) HVY NUTS HEX, ASTM A-194 GR 2H, ASME B18.2.1, B18.2.2 Ø1 1/4""X235MMLG",-,-,-,4.13,"MONTAJE DE VÁLVULAS, CHEQUES Y CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS (INCLUYE SUMINISTRO DE EMPAQUES Y ESPARRAGOS CON SU RESPECTIVO TORQUEO) ","MONTAJE DE VÁLVULAS Y CHEQUES DIAMETRO DE 12"""
CS4SA1,BL,BOLT,5,,,"14""",14,-,-,-,RF,600,0,0,-,4.4,SUMINISTRO DE ESPARRAGOS,"SUMINISTRO DE STUD BOLTS, A-193 GR B7 W/(2) HVY NUTS HEX, ASTM A-194 GR 2H, ASME B18.2.1, B18.2.2 Ø1 3/8""X255MMLG",-,-,-,4.13,"MONTAJE DE VÁLVULAS, CHEQUES Y CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS (INCLUYE SUMINISTRO DE EMPAQUES Y ESPARRAGOS CON SU RESPECTIVO TORQUEO) ","MONTAJE DE VÁLVULAS Y CHEQUES DIAMETRO DE 14"""
CS4SA1,BL,BOLT,5,,,"16""",16,-,-,-,RF,600,0,0,-,4.4,SUMINISTRO DE ESPARRAGOS,"SUMINISTRO DE STUD BOLTS, A-193 GR B7 W/(2) HVY NUTS HEX, ASTM A-194 GR 2H, ASME B18.2.1, B18.2.2 Ø1 1/2""X265MMLG",-,-,-,4.13,"MONTAJE DE VÁLVULAS, CHEQUES Y CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS (INCLUYE SUMINISTRO DE EMPAQUES Y ESPARRAGOS CON SU RESPECTIVO TORQUEO) ","MONTAJE DE VÁLVULAS Y CHEQUES DIAMETRO DE 16"""
CS4SA1,BL,BOLT,5,,,"18""",18,-,-,-,RF,600,0,0,-,4.4,SUMINISTRO DE ESPARRAGOS,"SUMINISTRO DE STUD BOLTS, A-193 GR B7 W/(2) HVY NUTS HEX, ASTM A-194 GR 2H, ASME B18.2.1, B18.2.2 Ø1 5/8""X285MMLG",-,-,-,4.13,"MONTAJE DE VÁLVULAS, CHEQUES Y CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS (INCLUYE SUMINISTRO DE EMPAQUES Y ESPARRAGOS CON SU RESPECTIVO TORQUEO) ","MONTAJE DE VÁLVULAS Y CHEQUES DIAMETRO DE 18"""
CS4SA1,BL,BOLT,5,,,"20""",20,-,-,-,RF,600,0,0,-,4.4,SUMINISTRO DE ESPARRAGOS,"SUMINISTRO DE STUD BOLTS, A-193 GR B7 W/(2) HVY NUTS HEX, ASTM A-194 GR 2H, ASME B18.2.1, B18.2.2 Ø1 5/8""X305MMLG",-,-,-,4.13,"MONTAJE DE VÁLVULAS, CHEQUES Y CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS (INCLUYE SUMINISTRO DE EMPAQUES Y ESPARRAGOS CON SU RESPECTIVO TORQUEO) ","MONTAJE DE VÁLVULAS Y CHEQUES DIAMETRO DE 20"""
CS4SA1,BL,BOLT,5,,,"24""",24,-,-,-,RF,600,0,0,-,4.4,SUMINISTRO DE ESPARRAGOS,"SUMINISTRO DE STUD BOLTS, A-193 GR B7 W/(2) HVY NUTS HEX, ASTM A-194 GR 2H, ASME B18.2.1, B18.2.2 Ø1 7/8""X335MMLG",-,-,-,4.13,"MONTAJE DE VÁLVULAS, CHEQUES Y CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS (INCLUYE SUMINISTRO DE EMPAQUES Y ESPARRAGOS CON SU RESPECTIVO TORQUEO) ","MONTAJE DE VÁLVULAS Y CHEQUES DIAMETRO DE 24"""
CS4SA1,FT,CPL,2,,,"1/2""",0.5,-,-,-,SW,3000,0.09,0,-,4.2,SUMINISTRO DE COUPLING,"SUMINISTRO DE COUPLING, CLASS 3000, SW, ASTM A-105, ASME B16.11 1/2""",4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 """,4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,"MONTAJE AÉREO DE TUBERÍA DE Ø < 2 """
CS4SA1,FT,CPL,2,,,"3/4""",0.75,-,-,-,SW,3000,0.14,0.003,-,4.2,SUMINISTRO DE COUPLING,"SUMINISTRO DE COUPLING, CLASS 3000, SW, ASTM A-105, ASME B16.11 3/4""",4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 """,4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,"MONTAJE AÉREO DE TUBERÍA DE Ø < 2 """
CS4SA1,FT,CPL,2,,,"1""",1,-,-,-,SW,3000,0.22,0.005,-,4.2,SUMINISTRO DE COUPLING,"SUMINISTRO DE COUPLING, CLASS 3000, SW, ASTM A-105, ASME B16.11 1""",4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 """,4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,"MONTAJE AÉREO DE TUBERÍA DE Ø < 2 """
CS4SA1,FT,CPL,2,,,"1-1/2""",1.5,-,-,-,SW,3000,0.57,0.007,-,4.2,SUMINISTRO DE COUPLING,"SUMINISTRO DE COUPLING, CLASS 3000, SW, ASTM A-105, ASME B16.11 1 1/2""",4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 """,4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,"MONTAJE AÉREO DE TUBERÍA DE Ø < 2 """
CS4SA1,FT,PLG,2,,,"1/2""",0.5,-,-,-,THD,3000,0,0,-,-,-,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 """,4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,"MONTAJE AÉREO DE TUBERÍA DE Ø < 2 """
CS4SA1,FT,PLG,2,,,"3/4""",0.75,-,-,-,THD,3000,0,0,-,-,-,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 """,4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,"MONTAJE AÉREO DE TUBERÍA DE Ø < 2 """
CS4SA1,FT,PLG,2,,,"1""",1,-,-,-,THD,3000,0,0,-,-,-,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 """,4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,"MONTAJE AÉREO DE TUBERÍA DE Ø < 2 """
CS4SA1,FT,PLG,2,,,"1-1/2""",1.5,-,-,-,THD,3000,0,0,-,-,-,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 """,4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,"MONTAJE AÉREO DE TUBERÍA DE Ø < 2 """
CS4SA1,FT,CRE,2,,,"3""",3,"2""",2,,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES CONCENTRICAS,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 3"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 3”
CS4SA1,FT,CRE,2,,,"4""",4,"2""",2,,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES CONCENTRICAS,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 4"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 4”
CS4SA1,FT,CRE,2,,,"4""",4,"3""",3,,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES CONCENTRICAS,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 4"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 4”
CS4SA1,FT,CRE,2,,,"6""",6,"3""",3,,BW,-,5.95,0,-,4.2,SUMINISTRO REDUCCCIONES CONCENTRICAS,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 6"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 6”
CS4SA1,FT,CRE,2,,,"6""",6,"4""",4,,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES CONCENTRICAS,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 6"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 6”
CS4SA1,FT,CRE,2,,,"8""",8,"4""",4,,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES CONCENTRICAS,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 8"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 8”
CS4SA1,FT,CRE,2,,,"8""",8,"6""",6,,BW,-,9.86,0,-,4.2,SUMINISTRO REDUCCCIONES CONCENTRICAS,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 8"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 8”
CS4SA1,FT,CRE,2,,,"10""",10,"6""",6,,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES CONCENTRICAS,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 10"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 10”
