SPEC,TYPE,TYPE_CODE,ORDER,DESCRIPTION,SHORT_DESCRIPTION,FIRST_SIZE,FIRST_SIZE_NUMBER,SECOND_SIZE,SECOND_SIZE_NUMBER,SCH,FACE,RATING,WEIGHT,AREA,TAG,SUPPLY_CODE,SUPPLY_TITLE,SUPPLY_DESCRIPTION,MANUFACTURING_CODE,MANUFACTURING_TITLE,MANUFACTURING_DESCRIPTION,ERECTION_CODE,ERECTION_TITLE,ERECTION_DESCRIPTION
CS4SA1,FT,CRE,2,,,"10""",10,"8""",8,,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES CONCENTRICAS,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 10"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 10”
CS4SA1,FT,CRE,2,,,"12""",12,"6""",6,,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES CONCENTRICAS,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 12"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 12”
CS4SA1,FT,CRE,2,,,"12""",12,"8""",8,,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES CONCENTRICAS,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 12"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 12”
CS4SA1,FT,CRE,2,,,"12""",12,"10""",10,,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES CONCENTRICAS,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 12"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 12”
CS4SA1,FT,CRE,2,,,"14""",14,"8""",8,,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES CONCENTRICAS,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 14"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 14”
CS4SA1,FT,CRE,2,,,"14""",14,"10""",10,,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES CONCENTRICAS,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 14"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 14”
CS4SA1,FT,CRE,2,,,"14""",14,"12""",12,,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES CONCENTRICAS,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 14"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 14”
CS4SA1,FT,CRE,2,,,"16""",16,"8""",8,,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES CONCENTRICAS,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 16"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 16”
CS4SA1,FT,CRE,2,,,"16""",16,"10""",10,,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES CONCENTRICAS,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 16"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 16”
CS4SA1,FT,CRE,2,,,"16""",16,"12""",12,,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES CONCENTRICAS,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 16"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 16”
CS4SA1,FT,CRE,2,,,"16""",16,"14""",14,,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES CONCENTRICAS,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 16"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 16”
CS4SA1,FT,CRE,2,,,"18""",18,"10""",10,,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES CONCENTRICAS,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 18"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 18”
CS4SA1,FT,CRE,2,,,"18""",18,"12""",12,,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES CONCENTRICAS,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 18"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 18”
CS4SA1,FT,CRE,2,,,"18""",18,"14""",14,,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES CONCENTRICAS,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 18"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 18”
CS4SA1,FT,CRE,2,,,"18""",18,"16""",16,,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES CONCENTRICAS,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 18"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 18”
CS4SA1,FT,CRE,2,,,"20""",20,"10""",10,,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES CONCENTRICAS,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 20"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 20”
CS4SA1,FT,CRE,2,,,"20""",20,"12""",12,,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES CONCENTRICAS,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 20"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 20”
CS4SA1,FT,CRE,2,,,"20""",20,"14""",14,,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES CONCENTRICAS,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 20"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 20”
CS4SA1,FT,CRE,2,,,"20""",20,"16""",16,,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES CONCENTRICAS,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 20"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 20”
CS4SA1,FT,CRE,2,,,"20""",20,"18""",18,,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES CONCENTRICAS,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 20"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 20”
CS4SA1,FT,CRE,2,,,"24""",24,"12""",12,,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES CONCENTRICAS,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 24"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 24”
CS4SA1,FT,CRE,2,,,"24""",24,"14""",14,,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES CONCENTRICAS,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 24"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 24”
CS4SA1,FT,CRE,2,,,"24""",24,"16""",16,,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES CONCENTRICAS,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 24"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 24”
CS4SA1,FT,CRE,2,,,"24""",24,"18""",18,,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES CONCENTRICAS,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 24"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 24”
CS4SA1,FT,CRE,2,,,"24""",24,"20""",20,,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES CONCENTRICAS,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 24"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 24”
CS4SA1,FT,ERE,2,,,"3""",3,"2""",2,,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES EXCENTRICAS,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 3"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 3”
CS4SA1,FT,ERE,2,,,"4""",4,"2""",2,,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES EXCENTRICAS,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 4"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 4”
CS4SA1,FT,ERE,2,,,"4""",4,"3""",3,,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES EXCENTRICAS,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 4"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 4”
CS4SA1,FT,ERE,2,,,"6""",6,"3""",3,,BW,-,5.95,0,-,4.2,SUMINISTRO REDUCCCIONES EXCENTRICAS,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 6"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 6”
CS4SA1,FT,ERE,2,,,"6""",6,"4""",4,,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES EXCENTRICAS,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 6"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 6”
CS4SA1,FT,ERE,2,,,"8""",8,"4""",4,,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES EXCENTRICAS,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 8"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 8”
CS4SA1,FT,ERE,2,,,"8""",8,"6""",6,,BW,-,9.86,0,-,4.2,SUMINISTRO REDUCCCIONES EXCENTRICAS,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 8"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 8”
CS4SA1,FT,ERE,2,,,"10""",10,"6""",6,,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES EXCENTRICAS,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 10"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 10”
CS4SA1,FT,ERE,2,,,"10""",10,"8""",8,,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES EXCENTRICAS,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 10"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 10”
CS4SA1,FT,ERE,2,,,"12""",12,"6""",6,,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES EXCENTRICAS,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 12"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 12”
CS4SA1,FT,ERE,2,,,"12""",12,"8""",8,,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES EXCENTRICAS,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 12"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 12”
CS4SA1,FT,ERE,2,,,"12""",12,"10""",10,,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES EXCENTRICAS,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 12"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 12”
CS4SA1,FT,ERE,2,,,"14""",14,"8""",8,,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES EXCENTRICAS,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 14"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 14”
CS4SA1,FT,ERE,2,,,"14""",14,"10""",10,,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES EXCENTRICAS,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 14"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 14”
CS4SA1,FT,ERE,2,,,"14""",14,"12""",12,,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES EXCENTRICAS,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 14"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 14”
CS4SA1,FT,ERE,2,,,"16""",16,"8""",8,,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES EXCENTRICAS,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 16"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 16”
CS4SA1,FT,ERE,2,,,"16""",16,"10""",10,,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES EXCENTRICAS,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 16"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 16”
CS4SA1,FT,ERE,2,,,"16""",16,"12""",12,,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES EXCENTRICAS,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 16"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 16”
CS4SA1,FT,ERE,2,,,"16""",16,"14""",14,,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES EXCENTRICAS,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 16"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 16”
CS4SA1,FT,ERE,2,,,"18""",18,"10""",10,,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES EXCENTRICAS,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 18"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 18”
CS4SA1,FT,ERE,2,,,"18""",18,"12""",12,,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES EXCENTRICAS,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 18"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 18”
CS4SA1,FT,ERE,2,,,"18""",18,"14""",14,,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES EXCENTRICAS,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 18"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 18”
CS4SA1,FT,ERE,2,,,"18""",18,"16""",16,,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES EXCENTRICAS,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 18"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 18”
CS4SA1,FT,ERE,2,,,"20""",20,"10""",10,,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES EXCENTRICAS,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 20"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 20”
CS4SA1,FT,ERE,2,,,"20""",20,"12""",12,,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES EXCENTRICAS,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 20"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 20”
CS4SA1,FT,ERE,2,,,"20""",20,"14""",14,,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES EXCENTRICAS,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 20"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 20”
CS4SA1,FT,ERE,2,,,"20""",20,"16""",16,,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES EXCENTRICAS,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 20"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 20”
CS4SA1,FT,ERE,2,,,"20""",20,"18""",18,,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES EXCENTRICAS,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 20"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 20”
CS4SA1,FT,ERE,2,,,"24""",24,"12""",12,,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES EXCENTRICAS,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 24"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 24”
CS4SA1,FT,ERE,2,,,"24""",24,"14""",14,,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES EXCENTRICAS,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 24"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 24”
CS4SA1,FT,ERE,2,,,"24""",24,"16""",16,,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES EXCENTRICAS,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 24"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 24”
CS4SA1,FT,ERE,2,,,"24""",24,"18""",18,,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES EXCENTRICAS,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 24"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 24”
CS4SA1,FT,ERE,2,,,"24""",24,"20""",20,,BW,-,0,0,-,4.2,SUMINISTRO REDUCCCIONES EXCENTRICAS,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 24"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 24”
CS4SA1,FT,RTE,2,,,"3/4""",0.75,"1/2""",0.5,-,SW,3000,0.33,0,-,4.2,SUMINISTRO DE REDUCER TEE,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 """,4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,"MONTAJE AÉREO DE TUBERÍA DE Ø < 2 """
CS4SA1,FT,RTE,2,,,"1""",1,"1/2""",0.5,-,SW,3000,0.53,0,-,4.2,SUMINISTRO DE REDUCER TEE,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 """,4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,"MONTAJE AÉREO DE TUBERÍA DE Ø < 2 """
CS4SA1,FT,RTE,2,,,"1""",1,"3/4""",0.75,-,SW,3000,0.53,0,-,4.2,SUMINISTRO DE REDUCER TEE,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 """,4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,"MONTAJE AÉREO DE TUBERÍA DE Ø < 2 """
CS4SA1,FT,RTE,2,,,"1-1/2""",1.5,"1/2""",0.5,-,SW,3000,1.35,0,-,4.2,SUMINISTRO DE REDUCER TEE,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 """,4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,"MONTAJE AÉREO DE TUBERÍA DE Ø < 2 """
